SPIELER;POSITION;TEAM;PUNKTE;MARKTWERT;ZIELWERT;PUNKTE / SPIEL;KAUFEMPFEHLUNG;PREIS-LEISSTUNG;GEBOTSVORHERSAGE;BESITZER;Datum
Schimmer;Stürmer;1.FC Heidenheim;0;340.000;340.000;1,8;Halten;Gut;0;Computer;13.09.2025
Lee;Mittelfeld;1. FSV Mainz 05;7;5.500.000;5.550.000;3,5;Halten;Durchschnittlich;1;Computer;13.09.2025
Tillman;Mittelfeld;Bayer 04 Leverkusen;11;13.900.000;13.790.000;5,5;Halten;Schlecht;2;Computer;13.09.2025
Wind;Stürmer;VfL Wolfsburg;0;3.240.000;3.250.000;5,1;Halten;Gut;0;Computer;13.09.2025
Rothe;Abwehr;1.FC Union Berlin;3;2.220.000;2.220.000;1,5;Halten;Schlecht;0;Computer;13.09.2025
Arthur;Abwehr;Bayer 04 Leverkusen;3;1.560.000;1.510.000;3,0;Halten;Gut;0;Computer;13.09.2025
Lynen;Mittelfeld;SV Werder Bremen;3;2.270.000;2.260.000;1,5;Halten;Schlecht;0;Computer;13.09.2025
Terrier;Stürmer;Bayer 04 Leverkusen;0;1.440.000;1.350.000;3,5;Kaufen;Gut;0;Computer;13.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;180.000;0,0;Halten;Gut;0;Computer;13.09.2025
Đurić;Mittelfeld;TSG Hoffenheim;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;13.09.2025
Bellingham;Mittelfeld;Borussia Dortmund;6;8.730.000;8.680.000;3,0;Halten;Schlecht;2;Computer;13.09.2025
Hellstern;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;13.09.2025
Lucas Vázquez;Abwehr;Bayer 04 Leverkusen;0;7.700.000;7.740.000;0,0;Halten;Schlecht;1;Computer;13.09.2025
L. Vušković;Abwehr;Hamburger SV;0;4.120.000;4.030.000;0,0;Halten;Schlecht;0;Computer;13.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;170.000;170.000;5,0;Halten;Gut;0;Computer;14.09.2025
Schimmer;Stürmer;1.FC Heidenheim;0;330.000;350.000;1,8;Halten;Gut;0;Computer;14.09.2025
Glatzel;Stürmer;Hamburger SV;0;2.470.000;2.480.000;0,0;Halten;Schlecht;0;Computer;14.09.2025
Lee;Mittelfeld;1. FSV Mainz 05;7;5.470.000;4.870.000;3,5;Verkaufen;Gut;0;Computer;14.09.2025
Wind;Stürmer;VfL Wolfsburg;0;3.070.000;2.920.000;5,1;Halten;Gut;0;Computer;14.09.2025
Arthur;Abwehr;Bayer 04 Leverkusen;3;1.520.000;1.560.000;3,0;Halten;Gut;0;Computer;14.09.2025
Lynen;Mittelfeld;SV Werder Bremen;3;2.350.000;2.360.000;1,5;Halten;Schlecht;0;Computer;14.09.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;160.000;0,0;Halten;Gut;0;Computer;14.09.2025
Terrier;Stürmer;Bayer 04 Leverkusen;0;1.620.000;1.610.000;3,5;Kaufen;Gut;1;Computer;14.09.2025
Angély;Abwehr;VfL Wolfsburg;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;14.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;0;Computer;14.09.2025
Đurić;Mittelfeld;TSG Hoffenheim;0;180.000;190.000;0,0;Halten;Schlecht;0;Computer;14.09.2025
Bellingham;Mittelfeld;Borussia Dortmund;6;8.600.000;8.550.000;2,0;Halten;Schlecht;1;Computer;14.09.2025
Luis Díaz;Stürmer;FC Bayern München;25;27.370.000;28.320.000;8,3;Halten;Schlecht;2;Computer;14.09.2025
L. Vušković;Abwehr;Hamburger SV;0;3.790.000;3.620.000;0,0;Verkaufen;Schlecht;0;Computer;14.09.2025
J. Hofmann;Mittelfeld;Bayer 04 Leverkusen;0;1.740.000;1.700.000;3,8;Halten;Gut;0;Computer;15.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;170.000;170.000;5,0;Halten;Gut;0;Computer;15.09.2025
Sabitzer;Mittelfeld;Borussia Dortmund;7;4.330.000;4.020.000;3,5;Halten;Durchschnittlich;0;Computer;15.09.2025
Nebel;Mittelfeld;1. FSV Mainz 05;-4;7.560.000;7.280.000;-4,0;Halten;Schlecht;1;Computer;15.09.2025
Glatzel;Stürmer;Hamburger SV;2;2.410.000;2.360.000;2,0;Halten;Schlecht;0;Computer;15.09.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.570.000;1.490.000;5,0;Halten;Gut;0;Computer;15.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;420.000;390.000;2,1;Halten;Gut;0;Computer;15.09.2025
Hansen-Aarøen;Mittelfeld;SV Werder Bremen;0;330.000;360.000;-1,5;Halten;Schlecht;0;Computer;15.09.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;170.000;0,0;Halten;Gut;0;Computer;15.09.2025
Angély;Abwehr;VfL Wolfsburg;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;15.09.2025
Đurić;Mittelfeld;TSG Hoffenheim;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;15.09.2025
Jeltsch;Abwehr;VfB Stuttgart;4;3.690.000;3.460.000;2,0;Halten;Schlecht;0;Computer;15.09.2025
Karl;Mittelfeld;FC Bayern München;9;4.950.000;5.530.000;4,5;Kaufen;Gut;2;Computer;15.09.2025
Luis Díaz;Stürmer;FC Bayern München;35;25.670.000;26.030.000;11,7;Halten;Schlecht;2;Computer;15.09.2025
Kumbedi;Abwehr;VfL Wolfsburg;0;1.340.000;1.250.000;0,0;Halten;Schlecht;0;Computer;15.09.2025
J. Hofmann;Mittelfeld;Bayer 04 Leverkusen;0;1.750.000;1.770.000;3,8;Halten;Gut;2;Computer;16.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;170.000;170.000;5,0;Halten;Gut;1;Computer;16.09.2025
Sabitzer;Mittelfeld;Borussia Dortmund;7;4.320.000;4.260.000;3,5;Halten;Durchschnittlich;2;Computer;16.09.2025
Kabak;Abwehr;TSG Hoffenheim;0;1.420.000;1.380.000;3,7;Halten;Gut;1;Computer;16.09.2025
Nebel;Mittelfeld;1. FSV Mainz 05;-4;8.100.000;8.110.000;-4,0;Halten;Schlecht;1;Computer;16.09.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.460.000;1.420.000;5,0;Halten;Gut;2;Computer;16.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;400.000;380.000;2,1;Halten;Gut;2;Computer;16.09.2025
Hansen-Aarøen;Mittelfeld;SV Werder Bremen;0;330.000;370.000;-1,5;Halten;Schlecht;0;Computer;16.09.2025
Petersson;Torhüter;TSG Hoffenheim;0;160.000;170.000;0,0;Halten;Gut;0;Computer;16.09.2025
Angély;Abwehr;VfL Wolfsburg;0;170.000;190.000;0,0;Halten;Schlecht;0;Computer;16.09.2025
Jeltsch;Abwehr;VfB Stuttgart;4;3.380.000;3.220.000;2,0;Halten;Schlecht;0;Computer;16.09.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;7;7.420.000;7.410.000;3,5;Halten;Schlecht;1;Computer;16.09.2025
Karl;Mittelfeld;FC Bayern München;9;5.210.000;5.520.000;4,5;Halten;Gut;2;Computer;16.09.2025
Luis Díaz;Stürmer;FC Bayern München;35;24.180.000;24.450.000;11,7;Halten;Schlecht;2;Computer;16.09.2025
Kumbedi;Abwehr;VfL Wolfsburg;0;1.270.000;1.230.000;0,0;Halten;Schlecht;0;Computer;16.09.2025
Henrichs;Abwehr;RB Leipzig;0;1.090.000;1.080.000;3,3;Kaufen;Gut;2;Computer;17.09.2025
Nicolas;Torhüter;Borussia Mönchengladbach;10;2.820.000;2.700.000;3,3;Halten;Schlecht;2;Computer;17.09.2025
Kabak;Abwehr;TSG Hoffenheim;0;1.400.000;1.400.000;3,7;Halten;Gut;0;Computer;17.09.2025
Leitsch;Abwehr;1. FSV Mainz 05;0;320.000;330.000;2,4;Halten;Gut;0;Computer;17.09.2025
Köbbing;Torhüter;1. FC Köln;0;160.000;160.000;0,0;Halten;Gut;0;Computer;17.09.2025
Hložek;Stürmer;TSG Hoffenheim;0;1.380.000;1.430.000;5,0;Halten;Gut;0;Computer;17.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;410.000;380.000;2,1;Halten;Gut;2;Computer;17.09.2025
Baum;Abwehr;Eintracht Frankfurt;0;680.000;680.000;1,3;Halten;Durchschnittlich;0;Computer;17.09.2025
Kristensen;Abwehr;Eintracht Frankfurt;15;5.170.000;5.110.000;5,0;Halten;Gut;1;Computer;17.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;0;Computer;17.09.2025
Jeltsch;Abwehr;VfB Stuttgart;4;3.420.000;3.320.000;2,0;Halten;Schlecht;0;Computer;17.09.2025
Chukwuemeka;Mittelfeld;Borussia Dortmund;7;7.900.000;7.820.000;3,5;Halten;Schlecht;1;Computer;17.09.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;0;Computer;17.09.2025
Kumbedi;Abwehr;VfL Wolfsburg;0;1.180.000;1.130.000;0,0;Halten;Schlecht;0;Computer;17.09.2025
Castro-Montes;Mittelfeld;1. FC Köln;0;2.220.000;2.170.000;0,0;Halten;Schlecht;0;Computer;17.09.2025
Lomb;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;-1,0;Halten;Gut;1;Computer;18.09.2025
Henrichs;Abwehr;RB Leipzig;0;1.040.000;1.040.000;3,3;Halten;Gut;1;Computer;18.09.2025
Nicolas;Torhüter;Borussia Mönchengladbach;10;2.590.000;2.500.000;3,3;Halten;Durchschnittlich;2;Computer;18.09.2025
Musiala;Mittelfeld;FC Bayern München;0;7.890.000;7.920.000;8,0;Halten;Gut;1;Computer;18.09.2025
Leitsch;Abwehr;1. FSV Mainz 05;0;310.000;310.000;2,4;Halten;Gut;0;Computer;18.09.2025
Köbbing;Torhüter;1. FC Köln;0;160.000;160.000;0,0;Halten;Gut;1;Computer;18.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;4.080.000;3.990.000;7,5;Halten;Gut;0;Computer;18.09.2025
Baum;Abwehr;Eintracht Frankfurt;0;650.000;650.000;1,3;Halten;Durchschnittlich;0;Computer;18.09.2025
Kristensen;Abwehr;Eintracht Frankfurt;15;4.900.000;4.840.000;5,0;Halten;Gut;1;Computer;18.09.2025
Nusa;Stürmer;RB Leipzig;13;6.050.000;6.130.000;4,3;Halten;Durchschnittlich;0;Computer;18.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;1;Computer;18.09.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;1;Computer;18.09.2025
Philippe;Stürmer;Hamburger SV;7;1.900.000;1.950.000;2,3;Halten;Durchschnittlich;0;Computer;18.09.2025
Castro-Montes;Mittelfeld;1. FC Köln;0;2.050.000;2.090.000;0,0;Halten;Schlecht;0;Computer;18.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;4.260.000;4.140.000;2,0;Halten;Schlecht;0;Computer;18.09.2025
Lomb;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;-1,0;Halten;Gut;1;Computer;19.09.2025
Henrichs;Abwehr;RB Leipzig;0;1.100.000;1.080.000;3,3;Halten;Gut;1;Computer;19.09.2025
Nicolas;Torhüter;Borussia Mönchengladbach;10;2.630.000;2.550.000;3,3;Halten;Durchschnittlich;2;Computer;19.09.2025
Musiala;Mittelfeld;FC Bayern München;0;7.320.000;7.300.000;8,0;Halten;Gut;1;Computer;19.09.2025
Leitsch;Abwehr;1. FSV Mainz 05;0;320.000;320.000;2,4;Halten;Gut;0;Computer;19.09.2025
Köbbing;Torhüter;1. FC Köln;0;160.000;160.000;0,0;Halten;Gut;1;Computer;19.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;4.080.000;4.060.000;7,5;Halten;Gut;0;Computer;19.09.2025
Baum;Abwehr;Eintracht Frankfurt;0;660.000;650.000;1,3;Halten;Durchschnittlich;0;Computer;19.09.2025
Kristensen;Abwehr;Eintracht Frankfurt;15;4.540.000;4.550.000;5,0;Halten;Gut;0;Computer;19.09.2025
Nusa;Stürmer;RB Leipzig;13;6.180.000;6.150.000;4,3;Halten;Durchschnittlich;0;Computer;19.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;1;Computer;19.09.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;1;Computer;19.09.2025
Philippe;Stürmer;Hamburger SV;7;1.950.000;2.000.000;2,3;Halten;Durchschnittlich;0;Computer;19.09.2025
Castro-Montes;Mittelfeld;1. FC Köln;0;1.890.000;1.880.000;0,0;Halten;Schlecht;0;Computer;19.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;4.150.000;4.170.000;2,0;Halten;Schlecht;0;Computer;19.09.2025
Kampl;Mittelfeld;RB Leipzig;0;660.000;680.000;3,3;Halten;Gut;1;Computer;20.09.2025
Lomb;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;-1,0;Halten;Gut;1;Computer;20.09.2025
Heuer Fernandes;Torhüter;Hamburger SV;13;2.790.000;2.790.000;4,3;Halten;Gut;2;Computer;20.09.2025
Trimmel;Abwehr;1. FC Union Berlin;10;2.620.000;2.600.000;3,3;Halten;Gut;0;Computer;20.09.2025
Musiala;Mittelfeld;FC Bayern München;0;7.500.000;7.430.000;8,0;Halten;Gut;1;Computer;20.09.2025
Lindstrøm;Mittelfeld;VfL Wolfsburg;0;4.060.000;4.060.000;1,0;Halten;Schlecht;0;Computer;20.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;3.910.000;3.860.000;7,5;Halten;Gut;0;Computer;20.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;6;3.330.000;3.390.000;2,0;Halten;Schlecht;0;Computer;20.09.2025
Traoré;Abwehr;1. FC Heidenheim 1846;-1;960.000;990.000;-0,3;Halten;Schlecht;0;Computer;20.09.2025
Campbell;Stürmer;Borussia Dortmund;2;610.000;630.000;2,0;Halten;Gut;1;Computer;20.09.2025
Schmitz;Mittelfeld;FC St. Pauli;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;20.09.2025
H. Behrens;Abwehr;TSG Hoffenheim;0;180.000;180.000;2,0;Halten;Gut;0;Computer;20.09.2025
Massengo;Mittelfeld;FC Augsburg;12;3.860.000;3.860.000;4,0;Halten;Gut;1;Computer;20.09.2025
Mohya;Mittelfeld;Borussia Mönchengladbach;0;1.300.000;1.320.000;0,0;Halten;Schlecht;0;Computer;20.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;3.940.000;3.960.000;2,0;Halten;Schlecht;0;Computer;20.09.2025
Kampl;Mittelfeld;RB Leipzig;0;670.000;650.000;3,3;Halten;Gut;1;Computer;21.09.2025
Bittencourt;Mittelfeld;SV Werder Bremen;6;1.950.000;1.880.000;1,5;Halten;Durchschnittlich;2;Computer;21.09.2025
Heuer Fernandes;Torhüter;Hamburger SV;13;2.860.000;2.900.000;3,3;Halten;Durchschnittlich;2;Computer;21.09.2025
Trimmel;Abwehr;1. FC Union Berlin;10;2.530.000;2.540.000;3,3;Halten;Gut;2;Computer;21.09.2025
Lindstrøm;Mittelfeld;VfL Wolfsburg;0;3.890.000;3.920.000;1,0;Halten;Schlecht;0;Computer;21.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;6;3.310.000;3.310.000;2,0;Halten;Durchschnittlich;1;Computer;21.09.2025
Traoré;Abwehr;1. FC Heidenheim 1846;-1;1.110.000;1.400.000;-0,2;Kaufen;Schlecht;1;Computer;21.09.2025
Kemlein;Mittelfeld;1. FC Union Berlin;4;1.030.000;1.080.000;2,0;Halten;Gut;2;Computer;21.09.2025
Campbell;Stürmer;Borussia Dortmund;2;640.000;660.000;2,0;Halten;Gut;2;Computer;21.09.2025
Schmitz;Mittelfeld;FC St. Pauli;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;21.09.2025
H. Behrens;Abwehr;TSG Hoffenheim;0;170.000;170.000;2,0;Halten;Gut;0;Computer;21.09.2025
Svensson;Abwehr;Borussia Dortmund;13;5.480.000;5.460.000;4,3;Halten;Gut;1;Computer;21.09.2025
Fellhauer;Mittelfeld;FC Augsburg;7;2.900.000;3.120.000;1,8;Kaufen;Schlecht;2;Computer;21.09.2025
Massengo;Mittelfeld;FC Augsburg;12;4.180.000;4.560.000;3,0;Kaufen;Gut;2;Computer;21.09.2025
Mohya;Mittelfeld;Borussia Mönchengladbach;0;1.490.000;1.470.000;0,0;Halten;Schlecht;0;Computer;21.09.2025
Bittencourt;Mittelfeld;SV Werder Bremen;8;1.840.000;1.800.000;2,0;Halten;Schlecht;0;Computer;22.09.2025
Tah;Abwehr;FC Bayern München;13;7.150.000;6.930.000;3,3;Halten;Schlecht;1;Computer;22.09.2025
Skov;Mittelfeld;1. FC Union Berlin;5;2.020.000;1.870.000;1,7;Verkaufen;Schlecht;0;Computer;22.09.2025
Ramaj;Torhüter;1. FC Heidenheim 1846;20;2.260.000;2.440.000;5,0;Halten;Gut;2;Computer;22.09.2025
Lindstrøm;Mittelfeld;VfL Wolfsburg;0;3.690.000;3.440.000;1,0;Verkaufen;Schlecht;0;Computer;22.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;8;3.130.000;3.160.000;2,0;Halten;Schlecht;0;Computer;22.09.2025
Kemlein;Mittelfeld;1. FC Union Berlin;5;1.030.000;1.110.000;1,7;Halten;Schlecht;0;Computer;22.09.2025
Finkgräfe;Abwehr;RB Leipzig;0;420.000;440.000;2,6;Halten;Gut;0;Computer;22.09.2025
Schmitz;Mittelfeld;FC St. Pauli;0;160.000;160.000;0,0;Halten;Schlecht;0;Computer;22.09.2025
Čović;Mittelfeld;SV Werder Bremen;5;1.290.000;1.390.000;1,3;Halten;Schlecht;0;Computer;22.09.2025
H. Behrens;Abwehr;TSG Hoffenheim;0;160.000;180.000;2,0;Halten;Gut;0;Computer;22.09.2025
Svensson;Abwehr;Borussia Dortmund;17;5.220.000;5.180.000;4,3;Halten;Durchschnittlich;1;Computer;22.09.2025
Fellhauer;Mittelfeld;FC Augsburg;11;2.870.000;3.050.000;2,8;Halten;Durchschnittlich;0;Computer;22.09.2025
Markgraf;Abwehr;1. FC Union Berlin;0;170.000;180.000;0,0;Halten;Schlecht;0;Computer;22.09.2025
Chema Andrés;Mittelfeld;VfB Stuttgart;17;6.220.000;6.430.000;5,7;Halten;Gut;1;Computer;22.09.2025
Bittencourt;Mittelfeld;SV Werder Bremen;8;1.840.000;1.780.000;2,0;Halten;Schlecht;0;Computer;23.09.2025
Tah;Abwehr;FC Bayern München;13;7.180.000;7.100.000;3,3;Halten;Schlecht;1;Computer;23.09.2025
Gimber;Abwehr;1. FC Heidenheim 1846;5;1.080.000;1.190.000;1,3;Halten;Schlecht;0;Computer;23.09.2025
Bülter;Stürmer;1. FC Köln;30;8.910.000;8.440.000;7,5;Halten;Gut;1;Computer;23.09.2025
Skov;Mittelfeld;1. FC Union Berlin;5;1.870.000;1.740.000;1,7;Halten;Schlecht;0;Computer;23.09.2025
Ramaj;Torhüter;1. FC Heidenheim 1846;20;2.300.000;2.390.000;5,0;Halten;Gut;2;Computer;23.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;3.590.000;3.470.000;7,5;Halten;Gut;0;Computer;23.09.2025
Lukeba;Abwehr;RB Leipzig;13;5.310.000;5.270.000;3,3;Halten;Schlecht;1;Computer;23.09.2025
Finkgräfe;Abwehr;RB Leipzig;0;400.000;400.000;2,6;Halten;Gut;0;Computer;23.09.2025
Sinani;Stürmer;FC St. Pauli;28;6.910.000;6.640.000;7,0;Halten;Gut;0;Computer;23.09.2025
Čović;Mittelfeld;SV Werder Bremen;5;1.380.000;1.410.000;1,3;Halten;Schlecht;0;Computer;23.09.2025
Machida;Abwehr;TSG Hoffenheim;1;700.000;690.000;1,0;Halten;Schlecht;0;Computer;23.09.2025
Markgraf;Abwehr;1. FC Union Berlin;0;180.000;180.000;0,0;Verkaufen;Schlecht;0;Computer;23.09.2025
Chema Andrés;Mittelfeld;VfB Stuttgart;17;6.510.000;6.360.000;5,7;Halten;Gut;1;Computer;23.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;3.310.000;3.230.000;2,0;Halten;Schlecht;0;Computer;23.09.2025
Busch;Abwehr;1. FC Heidenheim 1846;9;1.310.000;1.380.000;2,3;Halten;Durchschnittlich;0;Computer;24.09.2025
Gimber;Abwehr;1. FC Heidenheim 1846;5;1.120.000;1.190.000;1,3;Halten;Schlecht;0;Computer;24.09.2025
Bülter;Stürmer;1. FC Köln;30;8.590.000;8.390.000;7,5;Halten;Gut;1;Computer;24.09.2025
Skov;Mittelfeld;1. FC Union Berlin;5;1.730.000;1.670.000;1,7;Halten;Schlecht;0;Computer;24.09.2025
Bobzien;Stürmer;1. FSV Mainz 05;3;730.000;710.000;3,0;Halten;Gut;0;Computer;24.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;3.460.000;3.400.000;7,5;Halten;Gut;0;Computer;24.09.2025
Lukeba;Abwehr;RB Leipzig;13;5.100.000;5.010.000;3,3;Halten;Schlecht;1;Computer;24.09.2025
Finkgräfe;Abwehr;RB Leipzig;0;390.000;390.000;2,6;Halten;Gut;0;Computer;24.09.2025
Sinani;Stürmer;FC St. Pauli;28;6.700.000;6.620.000;7,0;Halten;Gut;0;Computer;24.09.2025
Voll;Torhüter;FC St. Pauli;0;160.000;160.000;2,0;Halten;Gut;0;Computer;24.09.2025
Amoura;Stürmer;VfL Wolfsburg;27;12.580.000;12.540.000;6,8;Halten;Durchschnittlich;2;Computer;24.09.2025
Machida;Abwehr;TSG Hoffenheim;1;670.000;680.000;1,0;Halten;Schlecht;0;Computer;24.09.2025
Markgraf;Abwehr;1. FC Union Berlin;0;180.000;180.000;0,0;Verkaufen;Schlecht;0;Computer;24.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;3.130.000;3.070.000;2,0;Halten;Schlecht;0;Computer;24.09.2025
Seelt;Abwehr;VfL Wolfsburg;0;850.000;800.000;0,0;Halten;Schlecht;0;Computer;24.09.2025
Blaswich;Torhüter;Bayer 04 Leverkusen;0;220.000;220.000;2,7;Halten;Gut;0;Computer;25.09.2025
Busch;Abwehr;1. FC Heidenheim 1846;9;1.310.000;1.370.000;2,3;Halten;Durchschnittlich;0;Computer;25.09.2025
Katterbach;Abwehr;Hamburger SV;0;230.000;240.000;1,0;Halten;Schlecht;0;Computer;25.09.2025
Bobzien;Stürmer;1. FSV Mainz 05;3;720.000;720.000;3,0;Halten;Gut;0;Computer;25.09.2025
Wind;Stürmer;VfL Wolfsburg;2;3.330.000;3.310.000;2,0;Halten;Schlecht;0;Computer;25.09.2025
Zehnter;Abwehr;VfL Wolfsburg;15;3.570.000;3.410.000;7,5;Verkaufen;Gut;0;Computer;25.09.2025
Remberg;Mittelfeld;Hamburger SV;14;3.890.000;3.880.000;3,5;Halten;Gut;0;Computer;25.09.2025
Voll;Torhüter;FC St. Pauli;0;160.000;160.000;2,0;Halten;Gut;0;Computer;25.09.2025
Amoura;Stürmer;VfL Wolfsburg;27;12.820.000;12.750.000;6,8;Halten;Durchschnittlich;2;Computer;25.09.2025
Ogbus;Abwehr;Sport-Club Freiburg;0;190.000;190.000;2,0;Halten;Gut;0;Computer;25.09.2025
Schmied;Abwehr;1. FC Köln;7;1.940.000;1.960.000;1,8;Halten;Schlecht;0;Computer;25.09.2025
Machida;Abwehr;TSG Hoffenheim;1;640.000;630.000;1,0;Halten;Schlecht;0;Computer;25.09.2025
Bøving;Stürmer;1. FSV Mainz 05;2;3.080.000;3.070.000;2,0;Halten;Schlecht;0;Computer;25.09.2025
Seelt;Abwehr;VfL Wolfsburg;0;830.000;810.000;0,0;Halten;Schlecht;0;Computer;25.09.2025
Eriksen;Mittelfeld;VfL Wolfsburg;2;7.240.000;6.890.000;2,0;Halten;Schlecht;1;Computer;25.09.2025
Blaswich;Torhüter;Bayer 04 Leverkusen;0;220.000;240.000;2,7;Halten;Gut;1;Computer;26.09.2025
Andrich;Mittelfeld;Bayer 04 Leverkusen;2;4.610.000;4.550.000;0,7;Halten;Schlecht;0;Computer;26.09.2025
Katterbach;Abwehr;Hamburger SV;0;220.000;220.000;1,0;Halten;Schlecht;0;Computer;26.09.2025
Keller;Abwehr;1. FC Heidenheim 1846;0;190.000;190.000;2,2;Halten;Gut;0;Computer;26.09.2025
Bobzien;Stürmer;1. FSV Mainz 05;3;710.000;710.000;3,0;Halten;Gut;5;Computer;26.09.2025
Wind;Stürmer;VfL Wolfsburg;2;3.330.000;3.330.000;2,0;Halten;Schlecht;0;Computer;26.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;8;2.880.000;2.980.000;2,0;Halten;Schlecht;0;Computer;26.09.2025
Remberg;Mittelfeld;Hamburger SV;14;3.660.000;3.650.000;3,5;Halten;Gut;2;Computer;26.09.2025
Voll;Torhüter;FC St. Pauli;0;160.000;160.000;2,0;Halten;Gut;0;Computer;26.09.2025
Ogbus;Abwehr;Sport-Club Freiburg;0;200.000;200.000;2,0;Halten;Gut;0;Computer;26.09.2025
Gleiber;Mittelfeld;1. FSV Mainz 05;0;190.000;190.000;0,0;Kaufen;Schlecht;0;Computer;26.09.2025
Schmied;Abwehr;1. FC Köln;7;1.860.000;1.880.000;1,8;Halten;Schlecht;0;Computer;26.09.2025
Fernández;Mittelfeld;Bayer 04 Leverkusen;0;5.470.000;5.550.000;0,0;Halten;Schlecht;1;Computer;26.09.2025
Seelt;Abwehr;VfL Wolfsburg;0;790.000;770.000;0,0;Halten;Schlecht;0;Computer;26.09.2025
Eriksen;Mittelfeld;VfL Wolfsburg;2;6.670.000;6.650.000;2,0;Halten;Schlecht;1;Computer;26.09.2025
Blaswich;Torhüter;Bayer 04 Leverkusen;0;220.000;220.000;2,7;Halten;Gut;1;Computer;27.09.2025
Andrich;Mittelfeld;Bayer 04 Leverkusen;2;4.900.000;4.950.000;0,7;Halten;Schlecht;0;Computer;27.09.2025
Kübler;Abwehr;Sport-Club Freiburg;12;3.040.000;3.010.000;3,0;Halten;Gut;2;Computer;27.09.2025
Katterbach;Abwehr;Hamburger SV;0;210.000;210.000;1,0;Halten;Durchschnittlich;0;Computer;27.09.2025
Bülter;Stürmer;1. FC Köln;30;7.780.000;7.660.000;7,5;Halten;Gut;5;Computer;27.09.2025
Keller;Abwehr;1. FC Heidenheim 1846;0;190.000;190.000;2,2;Halten;Gut;0;Computer;27.09.2025
Demirović;Stürmer;VfB Stuttgart;23;12.680.000;12.770.000;5,8;Halten;Schlecht;1;Computer;27.09.2025
Pejčinović;Stürmer;VfL Wolfsburg;8;2.810.000;2.770.000;2,0;Halten;Schlecht;0;Computer;27.09.2025
Amenda;Abwehr;Eintracht Frankfurt;2;700.000;740.000;2,0;Halten;Gut;0;Computer;27.09.2025
Gleiber;Mittelfeld;1. FSV Mainz 05;0;190.000;190.000;0,0;Kaufen;Schlecht;0;Computer;27.09.2025
Adeh;Mittelfeld;SV Werder Bremen;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;27.09.2025
Königsdörffer;Stürmer;Hamburger SV;9;3.820.000;3.840.000;2,3;Halten;Schlecht;0;Computer;27.09.2025
Hajdari;Abwehr;TSG Hoffenheim;8;2.840.000;2.850.000;2,7;Halten;Durchschnittlich;1;Computer;27.09.2025
Fernández;Mittelfeld;Bayer 04 Leverkusen;0;5.480.000;5.450.000;0,0;Halten;Schlecht;1;Computer;27.09.2025
